"","probeset_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","transcript_cluster_id","seqname","strand","start","stop","total_probes","gene_assignment","mrna_assignment","swissprot","unigene","GO_biological_process","GO_cellular_component","GO_molecular_function","pathway","protein_domains","crosshyb_type","category"
"18439","17339772",-0.425191606044407,3.02785334882342,-3.5822146904134,0.0113663639367196,0.99727976541142,-2.47472008431992,17339772,"chr17","+","75435905","75529054","33","NM_001166493.1 // Rasgrp3 // Mus musculus RAS, guanyl releasing protein 3 (Rasgrp3), transcript variant 1, mRNA. // --- // --- /// ENSMUST00000164192 // Rasgrp3 // RAS, guanyl releasing protein 3 [Source:MGI Symbol;Acc:MGI:3028579] // --- // --- /// NM_207246.4 // Rasgrp3 // Mus musculus RAS, guanyl releasing protein 3 (Rasgrp3), transcript variant 2, mRNA. // --- // --- /// ENSMUST00000095204 // Rasgrp3 // RAS, guanyl releasing protein 3 [Source:MGI Symbol;Acc:MGI:3028579] // --- // --- /// ENSMUST00000167341 // Rasgrp3 // RAS, guanyl releasing protein 3 [Source:MGI Symbol;Acc:MGI:3028579] // --- // ---","NM_001166493.1 // blat // Mus musculus RAS, guanyl releasing protein 3 (Rasgrp3), transcript variant 1, mRNA. // chr17 // --- // --- // --- // --- // --- /// ENSMUST00000164192 // ensGene // RAS, guanyl releasing protein 3 [Source:MGI Symbol;Acc:MGI:3028579] // chr17 // --- // --- // --- // --- // --- /// NM_207246.4 // blat // Mus musculus RAS, guanyl releasing protein 3 (Rasgrp3), transcript variant 2, mRNA. // chr17 // --- // --- // --- // --- // --- /// ENSMUST00000095204 // ensGene // RAS, guanyl releasing protein 3 [Source:MGI Symbol;Acc:MGI:3028579] // chr17 // --- // --- // --- // --- // --- /// ENSMUST00000167341 // ensGene // RAS, guanyl releasing protein 3 [Source:MGI Symbol;Acc:MGI:3028579] // chr17 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"36439","17516699",0.629459641761881,4.14185390670827,3.57532733437282,0.0114618299590804,0.999230260868443,-2.48087977898537,17516699,"chr9","+","45042344","45054043","21","NM_007962.4 // Mpzl2 // Mus musculus myelin protein zero-like 2 (Mpzl2), mRNA. // --- // --- /// ENSMUST00000034600 // Mpzl2 // myelin protein zero-like 2 [Source:MGI Symbol;Acc:MGI:1289160] // --- // ---","NM_007962.4 // blat // Mus musculus myelin protein zero-like 2 (Mpzl2), mRNA. // chr9 // --- // --- // --- // --- // --- /// ENSMUST00000034600 // ensGene // myelin protein zero-like 2 [Source:MGI Symbol;Acc:MGI:1289160] // chr9 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"40755","17549580",0.649065230182185,5.67311369804728,3.5667996907856,0.0115812608912533,0.999230260868443,-2.48851973646801,17549580,"gi377834505","+","1","763","25","XR_108147.2 // Gm19564 // PREDICTED: Mus musculus predicted gene, 19564 (Gm19564), miscRNA. // --- // ---","XR_108147.2 // other // PREDICTED: Mus musculus predicted gene, 19564 (Gm19564), miscRNA. // gi377834505 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","3","rescue"
"40831","17549734",0.649065230182185,5.67311369804728,3.5667996907856,0.0115812608912533,0.999230260868443,-2.48851973646801,17549734,"gi377835658","+","1","763","25","XR_105320.2 // Gm19564 // PREDICTED: Mus musculus predicted gene, 19564 (Gm19564), miscRNA. // --- // ---","XR_105320.2 // other // PREDICTED: Mus musculus predicted gene, 19564 (Gm19564), miscRNA. // gi377835658 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","3","rescue"
"9837","17257085",0.944074405317803,5.90630368597682,3.56210964428477,0.0116475308023072,0.999230260868443,-2.49272783035625,17257085,"chr11","+","103116325","103119725","22","NM_138753.2 // Hexim1 // Mus musculus hexamethylene bis-acetamide inducible 1 (Hexim1), mRNA. // --- // --- /// ENSMUST00000053063 // Hexim1 // hexamethylene bis-acetamide inducible 1 [Source:MGI Symbol;Acc:MGI:2385923] // --- // ---","NM_138753.2 // blat // Mus musculus hexamethylene bis-acetamide inducible 1 (Hexim1), mRNA. // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000053063 // ensGene // hexamethylene bis-acetamide inducible 1 [Source:MGI Symbol;Acc:MGI:2385923] // chr11 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"10144","17260396",-1.40134489061363,7.58464683083819,-3.56014290503118,0.0116754451148672,0.999230260868443,-2.49449378747002,17260396,"chr11","-","6525591","6528760","20","NR_045893.1 // Gm11974 // Mus musculus predicted gene 11974 (Gm11974), non-coding RNA. // --- // --- /// ENSMUST00000124818 // Gm11974 // predicted gene 11974 [Source:MGI Symbol;Acc:MGI:3650059] // --- // --- /// ENSMUST00000129570 // Gm11974 // predicted gene 11974 [Source:MGI Symbol;Acc:MGI:3650059] // --- // --- /// ENSMUST00000147762 // Gm11974 // predicted gene 11974 [Source:MGI Symbol;Acc:MGI:3650059] // --- // --- /// ENSMUST00000082579 // SNORA9 // Small nucleolar RNA SNORA9  [Source:RFAM;Acc:RF00411] // --- // --- /// ENSMUST00000134527 // Gm11974 // predicted gene 11974 [Source:MGI Symbol;Acc:MGI:3650059] // --- // ---","NR_045893.1 // blat // Mus musculus predicted gene 11974 (Gm11974), non-coding RNA. // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000124818 // ensGene // predicted gene 11974 [Source:MGI Symbol;Acc:MGI:3650059] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000129570 // ensGene // predicted gene 11974 [Source:MGI Symbol;Acc:MGI:3650059] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000147762 // ensGene // predicted gene 11974 [Source:MGI Symbol;Acc:MGI:3650059] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000082579 // ensGene // Small nucleolar RNA SNORA9  [Source:RFAM;Acc:RF00411] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000134527 // ensGene // predicted gene 11974 [Source:MGI Symbol;Acc:MGI:3650059] // chr11 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"13629","17292687",-0.522297635512313,4.43538901215048,-3.55793451610733,0.0117068772446731,0.999230260868443,-2.49647765502275,17292687,"chr13","-","54429441","54429700","22","ENSMUST00000158716 // 7SK // 7SK RNA  [Source:RFAM;Acc:RF00100] // --- // ---","ENSMUST00000158716 // ensGene // 7SK RNA  [Source:RFAM;Acc:RF00100] // chr13 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"15803","17313037",-1.19819421526776,5.2102374909454,-3.55538336958509,0.0117433041749277,0.999230260868443,-2.4987706581256,17313037,"chr15","+","79692502","79692625","17","ENSMUST00000082475 // n-R5s40 // nuclear encoded rRNA 5S 40 [Source:MGI Symbol;Acc:MGI:4421885] // --- // ---","ENSMUST00000082475 // ensGene // nuclear encoded rRNA 5S 40 [Source:MGI Symbol;Acc:MGI:4421885] // chr15 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"9134","17249787",-0.594684031546097,4.20544773006093,-3.55011880832611,0.0118188710538195,0.999230260868443,-2.50350666441953,17249787,"chr11","+","54902453","54910382","22","ENSMUST00000125094 // Gpx3 // glutathione peroxidase 3 [Source:MGI Symbol;Acc:MGI:105102] // --- // --- /// ENSMUST00000082430 // Gpx3 // glutathione peroxidase 3 [Source:MGI Symbol;Acc:MGI:105102] // --- // --- /// NM_008161.3 // Gpx3 // Mus musculus glutathione peroxidase 3 (Gpx3), mRNA. // --- // --- /// ENSMUST00000149324 // Gpx3 // glutathione peroxidase 3 [Source:MGI Symbol;Acc:MGI:105102] // --- // ---","ENSMUST00000125094 // ensGene // glutathione peroxidase 3 [Source:MGI Symbol;Acc:MGI:105102] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000082430 // ensGene // glutathione peroxidase 3 [Source:MGI Symbol;Acc:MGI:105102] // chr11 // --- // --- // --- // --- // --- /// NM_008161.3 // blat // Mus musculus glutathione peroxidase 3 (Gpx3), mRNA. // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000149324 // ensGene // glutathione peroxidase 3 [Source:MGI Symbol;Acc:MGI:105102] // chr11 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"21679","17371011",1.19236982737678,6.25332887679273,3.54999845681962,0.0118206048267321,0.999230260868443,-2.5036149981725,17371011,"chr2","+","59484653","59505020","22","NM_029723.3 // Dapl1 // Mus musculus death associated protein-like 1 (Dapl1), mRNA. // --- // --- /// ENSMUST00000028369 // Dapl1 // death associated protein-like 1 [Source:MGI Symbol;Acc:MGI:1923997] // --- // --- /// ENSMUST00000144415 // Dapl1 // death associated protein-like 1 [Source:MGI Symbol;Acc:MGI:1923997] // --- // ---","NM_029723.3 // blat // Mus musculus death associated protein-like 1 (Dapl1), mRNA. // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000028369 // ensGene // death associated protein-like 1 [Source:MGI Symbol;Acc:MGI:1923997] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000144415 // ensGene // death associated protein-like 1 [Source:MGI Symbol;Acc:MGI:1923997] // chr2 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"28104","17436791",-1.57479337213779,8.88077359370379,-3.54916478971146,0.0118326222673058,0.999230260868443,-2.50436549930307,17436791,"chr5","+","35021049","35021115","11","NR_037280.1 // Mir3097 // Mus musculus microRNA 3097 (Mir3097), microRNA. // --- // --- /// ENSMUST00000175356 // Mir3097 // microRNA 3097 [Source:MGI Symbol;Acc:MGI:4834312] // --- // ---","NR_037280.1 // blat // Mus musculus microRNA 3097 (Mir3097), microRNA. // chr5 // --- // --- // --- // --- // --- /// ENSMUST00000175356 // ensGene // microRNA 3097 [Source:MGI Symbol;Acc:MGI:4834312] // chr5 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","3","main"
"20690","17361178",-1.32979512459826,8.3834734667266,-3.54894618090317,0.0118357757777226,0.999230260868443,-2.50456232307097,17361178,"chr19","-","4232745","4233629","19","XR_141869.1 // LOC100861921 // PREDICTED: Mus musculus uncharacterized LOC100861921, transcript variant 1 (LOC100861921), miscRNA. // --- // --- /// XR_141495.1 // LOC100861921 // PREDICTED: Mus musculus uncharacterized LOC100861921, transcript variant 1 (LOC100861921), miscRNA. // --- // --- /// XR_141870.1 // LOC100861921 // PREDICTED: Mus musculus uncharacterized LOC100861921, transcript variant 2 (LOC100861921), miscRNA. // --- // --- /// XR_141496.1 // LOC100861921 // PREDICTED: Mus musculus uncharacterized LOC100861921, transcript variant 2 (LOC100861921), miscRNA. // --- // ---","XR_141869.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100861921, transcript variant 1 (LOC100861921), miscRNA. // chr19 // --- // --- // --- // --- // --- /// XR_141495.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100861921, transcript variant 1 (LOC100861921), miscRNA. // chr19 // --- // --- // --- // --- // --- /// XR_141870.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100861921, transcript variant 2 (LOC100861921), miscRNA. // chr19 // --- // --- // --- // --- // --- /// XR_141496.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100861921, transcript variant 2 (LOC100861921), miscRNA. // chr19 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"40678","17549426",-0.435618813356012,5.15677057825345,-3.54231050813653,0.0119319403974483,0.999230260868443,-2.51054131772392,17549426,"gi377833444","+","1","1913","25","XR_141788.1 // Gm10914 // PREDICTED: Mus musculus predicted gene 10914 (Gm10914), miscRNA. // --- // ---","XR_141788.1 // other // PREDICTED: Mus musculus predicted gene 10914 (Gm10914), miscRNA. // gi377833444 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","3","rescue"
"8752","17246310",0.772681765086331,7.15451093464856,3.53990817103069,0.0119669674890624,0.999230260868443,-2.51270810463802,17246310,"chr10","-","128720134","128744056","20","NM_016811.2 // Dgka // Mus musculus diacylglycerol kinase, alpha (Dgka), mRNA. // --- // --- /// ENSMUST00000026414 // Dgka // diacylglycerol kinase, alpha [Source:MGI Symbol;Acc:MGI:102952] // --- // ---","NM_016811.2 // blat // Mus musculus diacylglycerol kinase, alpha (Dgka), mRNA. // chr10 // --- // --- // --- // --- // --- /// ENSMUST00000026414 // ensGene // diacylglycerol kinase, alpha [Source:MGI Symbol;Acc:MGI:102952] // chr10 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"15396","17308786",0.853096877861569,4.98188421858988,3.53754570766653,0.0120015238547508,0.999230260868443,-2.51484006230501,17308786,"chr14","-","77479483","77506868","21","NR_033141.1 // Gm6994 // Mus musculus predicted gene 6994 (Gm6994), non-coding RNA. // --- // --- /// ENSMUST00000088880 // Gm6994 // predicted gene 6994 [Source:MGI Symbol;Acc:MGI:3647788] // --- // --- /// ENSMUST00000163416 // Gm6994 // predicted gene 6994 [Source:MGI Symbol;Acc:MGI:3647788] // --- // ---","NR_033141.1 // blat // Mus musculus predicted gene 6994 (Gm6994), non-coding RNA. // chr14 // --- // --- // --- // --- // --- /// ENSMUST00000088880 // ensGene // predicted gene 6994 [Source:MGI Symbol;Acc:MGI:3647788] // chr14 // --- // --- // --- // --- // --- /// ENSMUST00000163416 // ensGene // predicted gene 6994 [Source:MGI Symbol;Acc:MGI:3647788] // chr14 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"18409","17339353",-0.428401123770638,3.72314369222565,-3.53640332664553,0.0120182732279222,0.999230260868443,-2.51587138475056,17339353,"chr17","+","69439326","69489233","22","NM_001145192.1 // A330050F15Rik // Mus musculus RIKEN cDNA A330050F15 gene (A330050F15Rik), mRNA. // --- // --- /// ENSMUST00000169935 // A330050F15Rik // RIKEN cDNA A330050F15 gene [Source:MGI Symbol;Acc:MGI:2444600] // --- // ---","NM_001145192.1 // blat // Mus musculus RIKEN cDNA A330050F15 gene (A330050F15Rik), mRNA. // chr17 // --- // --- // --- // --- // --- /// ENSMUST00000169935 // ensGene // RIKEN cDNA A330050F15 gene [Source:MGI Symbol;Acc:MGI:2444600] // chr17 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"20723","17361638",0.990127282887833,4.76616983645532,3.53548535061147,0.01203175110211,0.999230260868443,-2.51670030877724,17361638,"chr19","-","5495278","5510489","19","NM_001024560.2 // Snx32 // Mus musculus sorting nexin 32 (Snx32), mRNA. // --- // --- /// ENSMUST00000070172 // Snx32 // sorting nexin 32 [Source:MGI Symbol;Acc:MGI:2444704] // --- // ---","NM_001024560.2 // blat // Mus musculus sorting nexin 32 (Snx32), mRNA. // chr19 // --- // --- // --- // --- // --- /// ENSMUST00000070172 // ensGene // sorting nexin 32 [Source:MGI Symbol;Acc:MGI:2444704] // chr19 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"12250","17281721",-0.53842100351571,5.88566484457025,-3.53186014820137,0.0120851400649425,0.999230260868443,-2.51997549359298,17281721,"chr12","-","70190811","70231488","16","NM_133198.2 // Pygl // Mus musculus liver glycogen phosphorylase (Pygl), mRNA. // --- // --- /// ENSMUST00000071250 // Pygl // liver glycogen phosphorylase [Source:MGI Symbol;Acc:MGI:97829] // --- // --- /// ENSMUST00000161083 // Pygl // liver glycogen phosphorylase [Source:MGI Symbol;Acc:MGI:97829] // --- // --- /// ENSMUST00000162613 // Pygl // liver glycogen phosphorylase [Source:MGI Symbol;Acc:MGI:97829] // --- // --- /// ENSMUST00000166609 // Pygl // liver glycogen phosphorylase [Source:MGI Symbol;Acc:MGI:97829] // --- // ---","NM_133198.2 // blat // Mus musculus liver glycogen phosphorylase (Pygl), mRNA. // chr12 // --- // --- // --- // --- // --- /// ENSMUST00000071250 // ensGene // liver glycogen phosphorylase [Source:MGI Symbol;Acc:MGI:97829] // chr12 // --- // --- // --- // --- // --- /// ENSMUST00000161083 // ensGene // liver glycogen phosphorylase [Source:MGI Symbol;Acc:MGI:97829] // chr12 // --- // --- // --- // --- // --- /// ENSMUST00000162613 // ensGene // liver glycogen phosphorylase [Source:MGI Symbol;Acc:MGI:97829] // chr12 // --- // --- // --- // --- // --- /// ENSMUST00000166609 // ensGene // liver glycogen phosphorylase [Source:MGI Symbol;Acc:MGI:97829] // chr12 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"19373","17348726",1.30351373319234,5.90217324883923,3.5272954228439,0.0121527374954527,0.999230260868443,-2.52410325650796,17348726,"chr18","+","20310811","20343353","8","ENSMUST00000077146 // Dsg1a // desmoglein 1 alpha [Source:MGI Symbol;Acc:MGI:94930] // --- // --- /// NM_010079.2 // Dsg1a // Mus musculus desmoglein 1 alpha (Dsg1a), mRNA. // --- // ---","ENSMUST00000077146 // ensGene // desmoglein 1 alpha [Source:MGI Symbol;Acc:MGI:94930] // chr18 // --- // --- // --- // --- // --- /// NM_010079.2 // blat // Mus musculus desmoglein 1 alpha (Dsg1a), mRNA. // chr18 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","3","main"
"8148","17239755",-1.37727663662592,6.82557752025821,-3.52155278356839,0.0122383711299815,0.999230260868443,-2.52930213945381,17239755,"chr10","-","23786470","23786543","17","ENSMUST00000104252 // SNORD101 // Small nucleolar RNA SNORD101  [Source:RFAM;Acc:RF00186] // --- // ---","ENSMUST00000104252 // ensGene // Small nucleolar RNA SNORD101  [Source:RFAM;Acc:RF00186] // chr10 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"36404","17516383",-1.32417905725166,9.9400398146955,-3.51794921114997,0.012292446842846,0.999230260868443,-2.53256789044694,17516383,"chr9","+","40804748","40804838","17","NR_028275.1 // Snord14e // Mus musculus small nucleolar RNA, C/D box 14E (Snord14e), small nucleolar RNA. // --- // --- /// ENSMUST00000082857 // Snord14e // small nucleolar RNA, C/D box 14E [Source:MGI Symbol;Acc:MGI:3851606] // --- // ---","NR_028275.1 // blat // Mus musculus small nucleolar RNA, C/D box 14E (Snord14e), small nucleolar RNA. // chr9 // --- // --- // --- // --- // --- /// ENSMUST00000082857 // ensGene // small nucleolar RNA, C/D box 14E [Source:MGI Symbol;Acc:MGI:3851606] // chr9 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"35273","17505903",1.68536632248994,4.53030306767733,3.51759094926342,0.0122978373506386,0.999230260868443,-2.53289270954108,17505903,"chr8","+","115705078","115707233","21","ENSMUST00000134649 // Gm15655 // predicted gene 15655 [Source:MGI Symbol;Acc:MGI:3805551] // --- // ---","ENSMUST00000134649 // ensGene // predicted gene 15655 [Source:MGI Symbol;Acc:MGI:3805551] // chr8 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
